EmployeeID,Age,BusinessTravel,MonthlyIncome,JobSatisfaction,Bonus,Department,DistanceFromHome,Education,EducationField,EnvSatisfaction,Gender,JobRole,MaritalStatus,PerformanceRating,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,OverTime,Attrition
571,30,Non-Travel,2564,4,7692,Research & Development,2,3,Medical,3,Female,Laboratory Technician,Single,3,2,11,6,No,No
573,60,Travel_Frequently,10266,1,30798,Sales,28,3,Marketing,3,Female,Sales Executive,Married,3,5,18,13,No,No
574,47,Travel_Rarely,5070,4,15210,Research & Development,2,2,Medical,1,Female,Manufacturing Director,Divorced,3,2,5,0,No,No
575,46,Travel_Rarely,17861,3,53583,Research & Development,2,3,Life Sciences,1,Male,Research Director,Married,3,2,3,0,No,No
577,35,Travel_Rarely,4230,3,12690,Research & Development,22,3,Life Sciences,4,Male,Laboratory Technician,Single,3,2,5,4,No,No
578,54,Travel_Rarely,3780,3,11340,Research & Development,8,4,Life Sciences,3,Female,Laboratory Technician,Single,3,3,1,0,No,No
579,34,Travel_Rarely,2768,3,8304,Research & Development,2,4,Life Sciences,4,Male,Research Scientist,Divorced,3,3,7,5,No,No
580,46,Travel_Rarely,9071,4,27213,Sales,10,3,Marketing,3,Female,Sales Executive,Married,3,3,3,1,Yes,No
581,31,Travel_Rarely,10648,2,42592,Research & Development,9,1,Life Sciences,3,Male,Manufacturing Director,Divorced,4,6,13,0,No,No
582,33,Travel_Rarely,13610,3,40830,Research & Development,15,1,Medical,2,Male,Manager,Married,3,2,7,7,Yes,Yes
584,33,Travel_Rarely,3408,4,10224,Research & Development,10,1,Medical,1,Male,Laboratory Technician,Divorced,3,2,4,1,No,Yes
585,30,Travel_Rarely,2983,2,8949,Sales,7,1,Marketing,4,Male,Sales Representative,Single,3,3,3,1,No,No
586,35,Travel_Rarely,7632,3,22896,Research & Development,16,3,Life Sciences,4,Male,Healthcare Representative,Married,3,2,8,0,Yes,No
587,31,Travel_Frequently,9824,3,29472,Research & Development,20,3,Life Sciences,1,Male,Healthcare Representative,Married,3,2,1,0,No,Yes
590,34,Travel_Frequently,9950,1,29850,Human Resources,23,3,Human Resources,2,Female,Human Resources,Divorced,3,2,3,0,Yes,Yes
591,42,Travel_Frequently,2093,3,6279,Research & Development,5,2,Other,2,Male,Laboratory Technician,Married,3,4,2,2,No,No
592,36,Non-Travel,9980,4,29940,Sales,10,4,Medical,2,Male,Sales Executive,Single,3,3,10,9,No,No
593,22,Travel_Frequently,3894,3,11682,Research & Development,4,1,Technical Degree,3,Male,Laboratory Technician,Single,3,3,2,1,No,Yes
595,48,Travel_Rarely,4051,4,12153,Sales,2,5,Marketing,2,Female,Sales Executive,Married,3,2,9,6,No,No
597,55,Travel_Rarely,16835,2,67340,Sales,18,5,Life Sciences,1,Female,Manager,Single,4,2,10,7,No,No
599,41,Non-Travel,6230,4,18690,Sales,10,2,Life Sciences,4,Male,Sales Executive,Single,3,3,14,1,No,No
600,35,Travel_Rarely,4717,3,14151,Sales,1,3,Marketing,2,Male,Sales Executive,Married,3,2,11,6,No,No
601,40,Travel_Rarely,13237,3,39711,Research & Development,6,3,Life Sciences,2,Female,Manufacturing Director,Single,3,3,20,5,No,No
602,39,Travel_Frequently,3755,3,11265,Research & Development,8,1,Life Sciences,3,Female,Laboratory Technician,Married,3,3,8,0,No,No
604,31,Travel_Rarely,6582,4,19746,Sales,2,1,Life Sciences,2,Male,Sales Executive,Single,3,2,6,0,Yes,No
605,42,Travel_Rarely,7406,1,29624,Research & Development,24,3,Medical,4,Male,Manufacturing Director,Married,4,5,10,5,Yes,No
606,45,Travel_Rarely,4805,2,14415,Sales,2,3,Other,4,Male,Sales Executive,Married,3,3,8,3,No,No
608,26,Travel_Frequently,2741,3,8223,Human Resources,17,4,Life Sciences,2,Female,Human Resources,Divorced,3,2,7,1,Yes,Yes
611,29,Travel_Rarely,4262,4,12786,Research & Development,19,3,Technical Degree,4,Male,Manufacturing Director,Divorced,3,2,3,1,No,No
612,33,Travel_Rarely,16184,3,48552,Research & Development,1,5,Medical,1,Female,Research Director,Divorced,3,2,6,0,No,No
613,31,Travel_Rarely,11557,4,46228,Sales,7,3,Life Sciences,3,Male,Manager,Divorced,4,3,5,0,No,No
614,18,Travel_Frequently,1878,2,5634,Sales,5,3,Marketing,2,Male,Sales Representative,Single,3,3,0,0,Yes,Yes
615,40,Non-Travel,10932,1,32796,Sales,28,3,Other,3,Male,Sales Executive,Divorced,3,2,1,0,No,No
616,41,Non-Travel,6811,3,20433,Research & Development,2,4,Other,1,Female,Healthcare Representative,Single,3,3,8,0,Yes,No
618,26,Travel_Rarely,4306,3,12918,Sales,29,2,Medical,1,Male,Sales Executive,Divorced,3,5,0,0,No,No
620,35,Travel_Rarely,4859,3,14577,Sales,1,3,Medical,1,Female,Sales Executive,Single,3,3,5,0,No,No
621,34,Travel_Rarely,5337,4,16011,Sales,21,4,Life Sciences,4,Male,Sales Executive,Single,3,3,10,5,No,No
622,26,Travel_Rarely,2340,4,7020,Research & Development,24,3,Technical Degree,3,Male,Laboratory Technician,Single,3,3,1,0,Yes,Yes
623,37,Travel_Rarely,7491,4,22473,Research & Development,1,3,Technical Degree,2,Female,Manufacturing Director,Single,3,3,6,1,No,No
624,46,Travel_Frequently,10527,3,31581,Research & Development,18,1,Medical,1,Female,Healthcare Representative,Married,3,3,2,1,No,No
625,41,Travel_Rarely,16595,1,49785,Sales,2,5,Life Sciences,2,Female,Manager,Married,3,2,18,11,No,No
626,37,Non-Travel,8834,2,26502,Sales,9,4,Medical,1,Male,Sales Executive,Divorced,3,6,9,7,No,No
630,52,Travel_Rarely,5577,1,16731,Research & Development,6,2,Technical Degree,4,Male,Research Scientist,Divorced,3,3,10,6,Yes,No
631,32,Non-Travel,4707,3,14121,Sales,11,4,Other,4,Male,Sales Executive,Married,3,2,4,1,No,Yes
632,24,Travel_Frequently,2400,4,7200,Sales,24,3,Medical,4,Male,Sales Representative,Married,3,3,2,2,No,No
634,38,Travel_Rarely,9824,3,29472,Research & Development,10,3,Medical,3,Female,Healthcare Representative,Married,3,4,1,0,No,No
635,37,Travel_Rarely,6447,2,19341,Research & Development,1,4,Life Sciences,2,Female,Manufacturing Director,Married,3,2,6,4,No,No
638,49,Travel_Rarely,19502,3,58506,Research & Development,18,4,Life Sciences,4,Male,Research Director,Divorced,3,5,31,0,Yes,No
639,24,Travel_Rarely,2725,4,8175,Research & Development,23,3,Medical,2,Male,Research Scientist,Married,3,3,6,1,Yes,No
641,26,Travel_Rarely,6272,2,25088,Sales,28,2,Marketing,1,Male,Sales Executive,Married,4,5,5,1,No,No
643,24,Travel_Rarely,2127,2,8508,Research & Development,17,2,Other,4,Male,Laboratory Technician,Married,4,2,1,0,No,No
644,50,Travel_Frequently,18200,2,54600,Human Resources,3,3,Medical,1,Male,Manager,Married,3,2,32,10,No,No
645,25,Travel_Rarely,2096,3,6288,Sales,13,1,Medical,2,Male,Sales Representative,Married,3,1,7,0,No,No
647,24,Travel_Frequently,2886,3,8658,Research & Development,7,3,Life Sciences,1,Female,Laboratory Technician,Married,3,4,6,1,Yes,Yes
648,30,Travel_Frequently,2033,1,6099,Sales,12,4,Life Sciences,2,Male,Sales Representative,Married,3,2,1,0,No,Yes
649,34,Travel_Rarely,3622,4,10866,Research & Development,1,2,Life Sciences,2,Male,Research Scientist,Married,3,3,6,1,Yes,No
650,31,Travel_Rarely,4233,1,12699,Sales,13,4,Medical,2,Male,Sales Executive,Divorced,3,2,3,1,No,Yes
652,35,Travel_Rarely,3681,4,11043,Research & Development,25,2,Other,1,Male,Laboratory Technician,Single,3,3,3,0,No,No
653,31,Travel_Rarely,5460,4,21840,Sales,6,4,Medical,1,Male,Sales Executive,Divorced,4,4,7,5,No,No
655,27,Travel_Rarely,2187,3,6561,Research & Development,6,4,Medical,1,Female,Research Scientist,Divorced,3,5,5,0,No,No
656,37,Travel_Rarely,9602,3,28806,Sales,2,3,Marketing,4,Male,Sales Executive,Married,3,3,3,1,Yes,No
657,20,Travel_Rarely,2836,2,8508,Research & Development,1,3,Life Sciences,4,Female,Research Scientist,Single,3,0,1,0,No,No
659,42,Travel_Rarely,4089,4,12267,Research & Development,2,4,Life Sciences,3,Female,Healthcare Representative,Married,3,4,10,2,No,No
661,43,Travel_Rarely,16627,4,49881,Research & Development,6,4,Other,2,Male,Research Director,Divorced,3,3,1,0,Yes,No
662,38,Travel_Rarely,2619,1,7857,Research & Development,1,1,Life Sciences,3,Female,Research Scientist,Single,3,3,0,0,No,No
663,43,Travel_Frequently,5679,3,17037,Research & Development,9,5,Medical,4,Male,Laboratory Technician,Divorced,3,3,8,4,Yes,No
664,48,Travel_Rarely,15402,1,46206,Research & Development,1,4,Life Sciences,4,Female,Manager,Married,3,3,3,0,No,No
665,44,Travel_Rarely,5985,3,17955,Human Resources,1,4,Life Sciences,1,Female,Human Resources,Single,3,1,2,0,No,No
666,34,Travel_Rarely,2579,3,7737,Sales,14,3,Technical Degree,3,Female,Sales Representative,Divorced,3,3,8,0,Yes,No
667,27,Travel_Rarely,3041,1,9123,Sales,2,1,Marketing,3,Male,Sales Representative,Divorced,3,3,4,0,No,Yes
669,21,Travel_Rarely,3447,3,10341,Sales,22,1,Technical Degree,3,Male,Sales Representative,Single,3,2,3,1,No,No
671,44,Travel_Rarely,19513,4,58539,Research & Development,3,4,Other,4,Male,Manager,Married,3,2,2,0,Yes,No
675,22,Travel_Rarely,2773,3,11092,Research & Development,6,1,Medical,1,Male,Research Scientist,Married,4,3,2,2,No,No
677,33,Travel_Rarely,7104,3,21312,Sales,8,4,Marketing,3,Male,Sales Executive,Divorced,3,3,5,1,No,No
679,32,Travel_Rarely,6322,4,18966,Research & Development,9,4,Life Sciences,1,Female,Research Scientist,Married,3,2,6,0,Yes,No
680,30,Travel_Frequently,2083,3,8332,Research & Development,3,3,Medical,3,Female,Research Scientist,Divorced,4,2,1,0,No,No
682,53,Travel_Rarely,8381,1,33524,Sales,1,1,Medical,4,Female,Sales Executive,Single,4,2,14,8,No,No
683,34,Travel_Rarely,2691,4,8073,Research & Development,1,5,Life Sciences,2,Male,Research Scientist,Married,3,4,10,8,No,No
684,45,Travel_Frequently,4286,1,12858,Sales,26,4,Life Sciences,1,Female,Sales Executive,Married,3,4,1,0,No,Yes
686,26,Travel_Rarely,2659,4,7977,Research & Development,6,3,Life Sciences,3,Female,Laboratory Technician,Married,3,2,3,0,Yes,No
689,37,Travel_Rarely,9434,3,28302,Research & Development,3,3,Other,3,Male,Manufacturing Director,Married,3,2,10,7,No,No
690,29,Travel_Rarely,5561,3,16683,Sales,3,2,Medical,2,Female,Sales Executive,Married,3,5,6,1,No,No
691,35,Travel_Rarely,6646,4,19938,Research & Development,6,4,Life Sciences,2,Male,Research Scientist,Single,3,3,17,11,No,No
692,33,Travel_Frequently,7725,4,30900,Research & Development,6,3,Life Sciences,3,Male,Healthcare Representative,Divorced,4,2,13,4,No,No
698,54,Travel_Rarely,10725,2,32175,Human Resources,19,4,Medical,3,Male,Human Resources,Married,3,1,9,7,No,No
699,36,Travel_Rarely,8847,2,26541,Research & Development,9,2,Medical,2,Male,Manufacturing Director,Divorced,3,2,3,0,Yes,No
700,27,Travel_Rarely,2045,4,6135,Research & Development,3,4,Medical,1,Male,Research Scientist,Single,3,0,4,1,No,No
701,20,Travel_Rarely,1009,3,3027,Research & Development,10,1,Medical,4,Male,Research Scientist,Single,3,5,1,1,Yes,Yes
702,33,Travel_Frequently,3348,1,10044,Research & Development,3,3,Life Sciences,1,Male,Research Scientist,Single,3,3,10,9,Yes,Yes
704,35,Non-Travel,1281,3,3843,Research & Development,3,3,Life Sciences,3,Male,Laboratory Technician,Married,3,3,1,0,No,No
705,23,Travel_Rarely,2819,1,8457,Research & Development,4,3,Medical,1,Male,Research Scientist,Married,3,3,3,0,No,No
707,25,Travel_Rarely,4851,2,19404,Sales,8,3,Life Sciences,4,Male,Sales Executive,Married,4,4,3,1,No,No
709,38,Travel_Rarely,4028,4,16112,Sales,7,4,Marketing,4,Female,Sales Executive,Single,4,2,7,0,No,No
710,29,Travel_Frequently,2720,4,8160,Research & Development,1,4,Life Sciences,2,Male,Research Scientist,Divorced,3,5,10,2,No,No
712,48,Travel_Rarely,8120,2,24360,Sales,2,1,Marketing,2,Male,Sales Executive,Married,3,3,2,2,No,No
714,27,Travel_Frequently,4647,4,18588,Sales,3,1,Medical,4,Female,Sales Executive,Divorced,4,3,6,0,Yes,No
715,37,Travel_Rarely,4680,4,14040,Research & Development,10,2,Life Sciences,4,Male,Research Scientist,Single,3,2,1,0,No,No
716,50,Travel_Rarely,3221,3,9663,Research & Development,28,1,Medical,4,Male,Laboratory Technician,Married,3,3,20,3,Yes,No
717,34,Travel_Rarely,8621,2,25863,Research & Development,9,3,Medical,4,Female,Healthcare Representative,Single,3,3,8,7,No,No
720,24,Travel_Rarely,4577,3,13731,Sales,3,2,Life Sciences,1,Female,Sales Executive,Single,3,3,2,2,No,Yes
721,39,Travel_Rarely,4553,3,13659,Research & Development,2,4,Technical Degree,4,Female,Healthcare Representative,Single,3,4,20,11,No,No
722,32,Travel_Rarely,5396,4,16188,Sales,10,3,Marketing,4,Male,Sales Executive,Single,3,2,10,0,No,No
723,50,Travel_Frequently,6796,3,20388,Sales,8,2,Technical Degree,2,Male,Sales Executive,Married,3,4,4,1,Yes,Yes
724,38,Travel_Rarely,7625,4,22875,Research & Development,1,4,Life Sciences,2,Female,Healthcare Representative,Single,3,4,9,1,No,No
725,27,Travel_Rarely,7412,1,22236,Research & Development,1,2,Life Sciences,3,Female,Manufacturing Director,Married,3,3,9,0,No,No
727,32,Travel_Rarely,11159,4,33477,Research & Development,3,2,Life Sciences,3,Female,Research Director,Single,3,6,7,7,No,No
728,47,Travel_Rarely,4960,1,14880,Sales,14,4,Marketing,4,Male,Sales Executive,Single,3,2,7,1,No,No
729,40,Travel_Frequently,10475,1,41900,Sales,5,4,Life Sciences,4,Male,Sales Executive,Married,4,2,18,1,Yes,No
730,53,Travel_Rarely,14814,3,44442,Research & Development,7,3,Life Sciences,3,Male,Research Director,Married,3,3,5,1,No,No
731,41,Travel_Rarely,19141,4,57423,Human Resources,10,4,Human Resources,2,Male,Manager,Divorced,3,2,21,12,No,No
732,60,Travel_Rarely,5405,1,16215,Sales,16,4,Marketing,1,Male,Sales Executive,Single,3,1,2,2,No,No
733,27,Travel_Frequently,8793,1,35172,Research & Development,10,2,Life Sciences,4,Male,Manufacturing Director,Divorced,4,4,9,1,No,No
734,41,Travel_Rarely,19189,3,57567,Human Resources,1,3,Human Resources,4,Male,Manager,Married,3,3,22,2,No,No
738,50,Travel_Rarely,3875,2,11625,Sales,8,4,Marketing,4,Male,Sales Representative,Married,3,2,2,2,No,No
741,28,Travel_Rarely,2216,2,6648,Research & Development,1,2,Life Sciences,1,Female,Research Scientist,Single,3,4,7,3,Yes,Yes
742,36,Non-Travel,11713,1,35139,Research & Development,8,3,Life Sciences,1,Female,Research Director,Married,3,2,8,0,No,No
743,38,Travel_Rarely,7861,3,23583,Research & Development,1,3,Life Sciences,3,Female,Manufacturing Director,Single,3,4,1,0,Yes,No
744,44,Non-Travel,3708,3,11124,Research & Development,24,3,Medical,1,Male,Laboratory Technician,Single,3,5,5,1,No,No
746,47,Travel_Frequently,13770,3,41310,Sales,3,3,Medical,4,Female,Sales Executive,Divorced,3,2,22,11,Yes,No
747,30,Travel_Rarely,5304,4,21216,Sales,27,5,Marketing,3,Male,Sales Executive,Divorced,4,2,8,7,No,No
749,29,Travel_Rarely,2642,3,7926,Sales,10,3,Life Sciences,3,Male,Sales Representative,Single,3,6,1,0,No,No
752,42,Travel_Frequently,2759,3,8277,Research & Development,19,3,Medical,3,Male,Research Scientist,Divorced,3,2,2,2,Yes,Yes
754,43,Travel_Frequently,6804,4,20412,Sales,15,3,Life Sciences,4,Male,Sales Executive,Married,3,5,2,2,No,No
757,34,Travel_Rarely,6142,3,18426,Research & Development,8,2,Medical,2,Female,Healthcare Representative,Single,3,2,5,4,No,No
758,23,Travel_Rarely,2500,1,7500,Research & Development,9,1,Medical,2,Male,Laboratory Technician,Married,3,2,4,0,No,No
760,39,Travel_Rarely,6389,2,19167,Human Resources,3,3,Human Resources,3,Female,Human Resources,Married,3,3,8,3,No,No
762,56,Travel_Rarely,11103,4,33309,Research & Development,9,3,Medical,3,Male,Healthcare Representative,Married,3,1,10,1,No,No
763,40,Travel_Rarely,2342,4,9368,Research & Development,2,1,Medical,4,Female,Research Scientist,Single,4,2,4,2,Yes,No
764,27,Travel_Rarely,6811,1,20433,Research & Development,7,3,Medical,4,Female,Healthcare Representative,Single,3,2,7,0,No,No
766,29,Travel_Rarely,2297,2,6891,Sales,10,3,Marketing,4,Male,Sales Representative,Divorced,3,2,2,2,No,No
769,53,Travel_Rarely,2450,4,7350,Research & Development,6,3,Life Sciences,4,Male,Laboratory Technician,Single,3,4,2,2,No,No
771,35,Non-Travel,5093,1,15279,Research & Development,2,4,Life Sciences,4,Female,Healthcare Representative,Divorced,3,2,1,0,No,No
772,32,Travel_Frequently,5309,4,15927,Research & Development,24,4,Life Sciences,1,Male,Laboratory Technician,Married,3,2,10,4,No,No
773,38,Travel_Rarely,3057,3,9171,Research & Development,2,5,Medical,4,Male,Research Scientist,Married,3,0,1,0,Yes,No
775,34,Travel_Rarely,5121,1,15363,Research & Development,8,5,Life Sciences,2,Female,Manufacturing Director,Divorced,3,3,0,0,No,No
776,52,Travel_Rarely,16856,1,50568,Sales,3,4,Marketing,3,Male,Manager,Married,3,3,34,1,No,No
780,33,Travel_Rarely,2686,4,8058,Research & Development,1,4,Other,4,Male,Research Scientist,Single,3,2,10,7,Yes,Yes
781,25,Travel_Rarely,6180,4,24720,Sales,26,1,Medical,3,Female,Sales Executive,Single,4,5,6,1,No,No
783,45,Travel_Rarely,6632,3,19896,Sales,2,2,Technical Degree,2,Male,Sales Representative,Single,3,3,8,3,No,No
784,23,Travel_Rarely,3505,3,10515,Research & Development,10,1,Medical,1,Male,Research Scientist,Single,3,3,2,0,No,No
785,47,Travel_Frequently,6397,3,19191,Sales,27,2,Life Sciences,2,Female,Sales Executive,Single,3,2,5,1,Yes,Yes
786,34,Travel_Rarely,6274,4,25096,Sales,2,3,Other,4,Male,Sales Executive,Single,4,5,6,1,No,No
787,55,Travel_Rarely,19859,1,59577,Research & Development,2,3,Medical,4,Male,Manager,Married,3,2,5,1,Yes,Yes
789,36,Non-Travel,7587,1,22761,Sales,8,4,Life Sciences,1,Male,Sales Executive,Single,3,1,10,0,No,No
791,52,Non-Travel,4258,4,12774,Research & Development,19,4,Medical,4,Male,Research Scientist,Married,3,3,4,1,No,No
792,26,Travel_Frequently,4364,4,13092,Research & Development,1,2,Life Sciences,1,Female,Laboratory Technician,Divorced,3,2,2,2,No,No
793,29,Travel_Rarely,4335,3,13005,Research & Development,27,3,Medical,2,Female,Healthcare Representative,Married,3,3,8,1,No,No
796,26,Travel_Rarely,5326,1,15978,Sales,8,3,Technical Degree,4,Male,Sales Executive,Single,3,2,4,1,No,Yes
797,34,Travel_Rarely,3280,4,9840,Research & Development,1,4,Life Sciences,2,Female,Research Scientist,Single,3,2,4,1,No,No
799,54,Travel_Rarely,5485,1,16455,Research & Development,19,4,Medical,4,Female,Manufacturing Director,Divorced,3,4,5,1,Yes,No
800,27,Travel_Frequently,4342,4,13026,Sales,8,1,Marketing,3,Male,Sales Executive,Married,3,3,4,1,No,No
802,37,Travel_Rarely,2782,1,8346,Research & Development,10,1,Life Sciences,4,Female,Research Scientist,Divorced,3,3,5,4,Yes,No
803,38,Travel_Frequently,5980,1,17940,Research & Development,2,4,Life Sciences,1,Female,Manufacturing Director,Single,3,2,15,4,Yes,No
804,34,Travel_Rarely,4381,1,13143,Research & Development,2,4,Medical,3,Female,Research Scientist,Single,3,3,6,1,No,No
805,35,Travel_Rarely,2572,4,7716,Sales,8,4,Life Sciences,1,Female,Sales Representative,Married,3,1,3,0,No,No
806,30,Travel_Rarely,3833,3,15332,Research & Development,1,3,Life Sciences,4,Male,Laboratory Technician,Married,4,2,2,0,No,No
807,40,Travel_Frequently,4244,2,16976,Research & Development,2,2,Medical,3,Female,Healthcare Representative,Married,4,2,8,3,No,No
808,34,Travel_Rarely,6500,1,19500,Sales,8,2,Life Sciences,3,Female,Sales Executive,Married,3,1,3,1,No,No
809,42,Travel_Frequently,18430,4,55290,Research & Development,8,3,Life Sciences,2,Male,Manager,Divorced,3,4,24,14,No,No
811,23,Travel_Rarely,1601,1,6404,Research & Development,6,3,Life Sciences,3,Male,Laboratory Technician,Married,4,2,0,0,Yes,Yes
812,24,Non-Travel,2694,2,8082,Research & Development,9,3,Life Sciences,3,Male,Laboratory Technician,Divorced,3,4,1,0,No,No
813,52,Travel_Rarely,3149,3,12596,Research & Development,11,4,Life Sciences,4,Female,Laboratory Technician,Married,4,3,5,1,No,No
815,50,Travel_Rarely,17639,3,52917,Research & Development,2,3,Medical,3,Male,Research Director,Married,3,3,4,0,No,No
816,29,Travel_Rarely,2319,1,6957,Research & Development,1,2,Life Sciences,2,Female,Laboratory Technician,Married,3,1,1,0,Yes,Yes
817,33,Travel_Rarely,11691,3,35073,Research & Development,7,3,Medical,3,Male,Research Director,Married,3,3,13,3,No,No
819,33,Travel_Rarely,5324,1,15972,Sales,16,3,Marketing,1,Female,Sales Executive,Single,3,3,3,0,No,Yes
820,47,Travel_Rarely,16752,4,50256,Research & Development,2,2,Other,3,Female,Manager,Married,3,3,26,3,Yes,No
823,36,Travel_Rarely,5228,2,15684,Research & Development,1,3,Other,3,Female,Manufacturing Director,Married,3,2,9,0,No,No
824,29,Travel_Rarely,2700,3,10800,Research & Development,23,2,Life Sciences,3,Male,Research Scientist,Married,4,3,10,0,No,No
825,58,Travel_Rarely,19246,2,57738,Research & Development,2,4,Life Sciences,4,Male,Research Director,Single,3,2,31,13,Yes,Yes
826,35,Travel_Rarely,2506,3,7518,Research & Development,1,4,Life Sciences,4,Female,Research Scientist,Single,3,0,2,2,No,No
827,42,Travel_Rarely,6062,4,18186,Research & Development,1,2,Life Sciences,4,Female,Manufacturing Director,Married,3,4,4,0,Yes,No
828,28,Travel_Rarely,4382,3,13146,Research & Development,2,4,Medical,3,Male,Research Scientist,Single,3,3,2,2,No,Yes
829,36,Travel_Rarely,2143,2,6429,Human Resources,13,3,Human Resources,3,Male,Human Resources,Married,3,2,5,0,No,No
830,32,Travel_Rarely,6162,3,18486,Research & Development,4,3,Life Sciences,3,Female,Manufacturing Director,Married,3,3,14,6,No,No
832,40,Travel_Frequently,5094,3,15282,Research & Development,16,4,Medical,1,Male,Laboratory Technician,Single,3,6,1,0,No,No
833,30,Travel_Rarely,6877,4,27508,Research & Development,2,3,Medical,3,Female,Manufacturing Director,Single,4,4,0,0,Yes,No
834,45,Travel_Rarely,2274,3,6822,Research & Development,2,3,Life Sciences,2,Female,Research Scientist,Single,3,3,1,0,No,No
836,42,Travel_Rarely,4434,2,13302,Research & Development,29,3,Life Sciences,2,Male,Manufacturing Director,Married,3,3,9,7,No,No
837,38,Travel_Frequently,6288,1,18864,Research & Development,12,3,Life Sciences,1,Male,Healthcare Representative,Divorced,3,3,4,1,No,No
838,34,Travel_Frequently,2553,4,7659,Research & Development,16,4,Life Sciences,3,Female,Research Scientist,Single,3,3,5,1,No,No
840,49,Travel_Rarely,7654,4,22962,Sales,11,3,Marketing,3,Female,Sales Executive,Married,3,3,9,7,No,Yes
842,55,Travel_Rarely,5160,4,15480,Sales,2,1,Medical,3,Male,Sales Executive,Single,3,3,9,7,No,Yes
843,43,Travel_Rarely,17159,1,68636,Research & Development,14,2,Life Sciences,2,Male,Research Director,Married,4,3,4,1,No,No
844,27,Travel_Rarely,12808,4,38424,Research & Development,5,1,Technical Degree,3,Male,Research Director,Divorced,3,3,9,0,Yes,No
845,35,Travel_Rarely,10221,3,40884,Research & Development,7,3,Other,3,Male,Manufacturing Director,Single,4,3,8,1,No,No
846,28,Travel_Rarely,4779,2,19116,Sales,2,4,Marketing,2,Female,Sales Executive,Married,4,2,8,7,Yes,No
847,34,Travel_Rarely,3737,4,11211,Human Resources,3,2,Human Resources,3,Male,Human Resources,Married,3,1,3,0,No,No
848,26,Travel_Frequently,2366,3,7098,Research & Development,5,2,Medical,3,Female,Research Scientist,Married,3,2,8,1,Yes,Yes
850,27,Non-Travel,1706,4,5118,Research & Development,3,3,Medical,4,Male,Research Scientist,Married,3,6,0,0,No,No
851,51,Travel_Rarely,16307,3,48921,Sales,26,4,Marketing,1,Female,Manager,Married,3,2,20,4,No,No
852,44,Travel_Rarely,5933,2,17799,Research & Development,4,3,Medical,4,Male,Healthcare Representative,Single,3,2,5,2,No,No
854,25,Travel_Rarely,3424,1,10272,Research & Development,2,1,Medical,1,Male,Research Scientist,Single,3,3,4,0,No,No
855,33,Travel_Rarely,4037,1,16148,Sales,1,3,Medical,1,Male,Sales Executive,Divorced,4,5,9,0,No,No
856,35,Travel_Rarely,2559,1,7677,Research & Development,27,1,Medical,3,Female,Research Scientist,Single,3,3,6,1,No,No
857,36,Travel_Rarely,6201,4,18603,Sales,1,2,Life Sciences,2,Male,Sales Executive,Married,3,1,18,4,Yes,No
859,32,Travel_Rarely,4403,4,13209,Sales,13,4,Life Sciences,2,Male,Sales Executive,Divorced,3,3,5,0,No,No
861,30,Travel_Frequently,3761,4,11283,Research & Development,5,4,Life Sciences,2,Male,Research Scientist,Divorced,3,3,5,0,No,No
862,53,Travel_Rarely,10934,4,32802,Sales,7,2,Marketing,1,Female,Sales Executive,Married,3,3,5,0,Yes,No
864,45,Travel_Rarely,10761,1,32283,Sales,9,3,Marketing,4,Male,Sales Executive,Divorced,3,2,5,0,Yes,No
865,32,Travel_Rarely,5175,3,15525,Research & Development,8,2,Medical,3,Female,Research Scientist,Married,3,3,5,1,No,No
867,52,Travel_Frequently,13826,4,55304,Research & Development,25,4,Medical,3,Female,Manufacturing Director,Married,4,3,9,0,No,No
868,37,Travel_Rarely,6334,3,19002,Sales,16,4,Marketing,4,Male,Sales Executive,Divorced,3,2,1,0,No,No
869,28,Travel_Rarely,4936,4,14808,Human Resources,8,2,Medical,2,Male,Human Resources,Divorced,3,6,5,0,No,No
872,22,Travel_Rarely,4775,4,19100,Research & Development,1,2,Life Sciences,4,Male,Manufacturing Director,Married,4,2,2,2,No,No
874,44,Travel_Rarely,2818,4,11272,Research & Development,8,4,Life Sciences,1,Male,Laboratory Technician,Married,4,2,3,0,Yes,No
875,42,Travel_Frequently,2515,4,7545,Research & Development,2,1,Medical,2,Male,Research Scientist,Single,3,2,2,2,Yes,No
878,36,Travel_Rarely,2342,1,9368,Human Resources,8,3,Life Sciences,1,Male,Human Resources,Married,4,3,5,0,No,No
879,25,Travel_Rarely,4194,1,12582,Sales,3,1,Other,3,Male,Sales Executive,Married,3,3,5,0,Yes,No
880,35,Travel_Rarely,10685,3,42740,Research & Development,9,3,Life Sciences,4,Female,Manufacturing Director,Married,4,2,17,5,Yes,No
881,35,Travel_Frequently,2022,2,6066,Research & Development,25,4,Life Sciences,4,Female,Research Scientist,Divorced,3,3,10,7,Yes,Yes
882,32,Non-Travel,2314,4,6942,Research & Development,1,3,Life Sciences,4,Male,Laboratory Technician,Divorced,3,2,3,0,No,No
885,25,Travel_Rarely,4256,1,12768,Sales,4,1,Marketing,3,Male,Sales Executive,Married,3,1,5,0,No,No
887,49,Travel_Rarely,3580,1,10740,Research & Development,1,3,Technical Degree,3,Female,Research Scientist,Married,3,2,4,0,No,No
888,24,Non-Travel,3162,4,9486,Research & Development,4,1,Life Sciences,1,Male,Laboratory Technician,Married,3,2,5,3,No,No
